Name;Street;Zipcode;City;Country;Phonenumber;Website;Email;Segment;Subsegment
hs-Industriebedarf;Vorau 19;77966;Kappel-Grafenhausen;Germany;+49 78 22 44 63 9 0;www.hs-industriebedarf.de;info@hs-industriebedarf.de;Industrial and Services;CNC Machining
invenio GmbH Engineering Services ;Eisenstraße 9 ;65428;Rüsselsheim;Germany;+49 6142 899 266;www.invenio.net;contact@invenio.net;Industrial and Services;CNC Machining
J. Schwarz GmbH;Daimlerstrasse 41-43;32257;Bünde;Germany;+49 5223 493030;www.j-schwarz.de;mail@j-schwarz.de;Industrial and Services;Machinery & Equipment
JEB Maschinenbau GmbH;Dieselstr. 7;76448;Durmersheim;Germany;+49 7245 91950;www.jebgmbh.de;info@jebgmbh.de;Industrial and Services;HVAC
Servay Zerspanungstechnik GmbH;Obere Klinge 21;75245;Neulingen-Bauschlott;Germany;+49 7237 480212;www.juergenservay.de;info@juergenservay.de;Industrial and Services;CNC Machining
K&S GmbH;Hollefeldstraße 18a;48282;Emsdetten;Germany;+49 2572 877350;www.ksdreherei.de;info@ksdreherei.de;Industrial and Services;CNC Machining
Kolb GmbH Maschinenbau ;Oettinger Str. 22;86742;Fremdingen ;Germany;+49 9086 229;www.kolb-fremdingen.de;info@kolb-fremdingen.de;Industrial and Services;CNC Machining
KonTec Maschinenbau GmbH;Mittagstr. 19;87527;Sonthofen;Germany;+49 8321 674401;www.kontec-ohg.de;tb@kontec-ohg.de;Industrial and Services;CNC Machining
KuS Metall GmbH & Co. KG;Siemensstraße 14;31177;Harsum;Germany;+49 5127 9020902;www.kus-metall.de;info@kus-metall.de;Industrial and Services;CNC Machining
Lauble & Fichter GmbH;Am Tannwald 6;78112;St. Georgen;Germany;+49 7725 917490;www.lauble-fichter.de;info@lauble-fichter.de;Industrial and Services;CNC Machining
Livio Bartel GmbH;Sauernfeldweg 36;32657;Lemgo;Germany;+49 5261 77600;www..livio-bartel.de;info@livio-bartel.de;Industrial and Services;Special Machinery
Loser Stanztechnik GmbH;Wesebachstraße 31 a;76327;Pfinztal;Germany;+49 7240 9449210;www.loser-cnc-technik.de;info@loser-cnc-technik.de;Industrial and Services;CNC Machining
Martin Kraiß GmbH Kunststoffverarbeitung;Besigheimer Straße 1;74369;Löchgau;Germany;+49 7143 18940;www.kraiss.com;info@kraiss.com;Industrial and Services;CNC Machining
Maschinenbau Karp GmbH;Rudolf-Diesel-Straße 3;53859;Niederkassel;Germany;+49 228 9452210;www.maschinenbau-karp.de;info@maschinenbau-karp.de;Industrial and Services;Engineering & Product Design
MCI GmbH;Kleingartenweg 12;24537;Neumünster;Germany;+49 4321 266866;www.mc-i.de;conrads@mc-i.de;Industrial and Services;CNC Machining
Michael Dahms Maschinenbau (EU);Kolumbusstrasse 14;22113;Hamburg;Germany;+49 40 5273808;www.mdm-maschinenbau.de;info@mdm-maschinenbau.de;Industrial and Services;CNC Machining
Metallverarbeitungs- und Maschinenbau GmbH;Franz- Julius- Hoeltz- Straße 34;6618;Naumburg;Germany;+49 3445 703506;www.mema-naumburg.de;mema-naumburg@gmx.de;Industrial and Services;CNC Machining
MEYTECH Maschinenelemente GmbH;Tarpen 13 a;22419;Hamburg;Germany;+49 40 36166810;www.meytech.de;info@meytech.de;Industrial and Services;Machinery & Equipment
Miratec Kunststofftechnik GmbH;Schildarpstraße 61;48712;Gescher;Germany;+49 2542 949540;www.mira-tec.com;info@mira-tec.com;Industrial and Services;CNC Machining
Nolte Kunststoffverarbeitungs GmbH;Salzuflener Straße 107;32602;Vlotho;Germany;+49 5733 7021;www.noltegmbh.de;hwn@noltegmbh.de;Industrial and Services;CNC Machining
neoZM GmbH;Hans-Geiger-Str. 2;21465;Reinbek bei Hamburg;Germany;+49 40 88177329;www.nzm-gmbh.de;info@nzm-gmbh.de;Industrial and Services;CNC Machining
Ortmeier Maschinen- und Vorrichtungsbau GmbH & CO. KG;Kirchsteigstraße 18;86476;Langenhaslach;Germany;+49 82 83 998 03 20;www.ortmeier-maschinenvorrichtungsbau.de;ortmeier-gmbh@t-online.de;Industrial and Services;Machinery & Equipment
polymehr GmbH;Navarrastraße 23;33106;Paderborn;Germany;+49 5251 180470;www.polymehr.com;info@polymehr.com;Industrial and Services;CNC Machining
PROTO-TECHNIK GmbH;Kreuzackerstraße 4-6;85232;Bergkirchen;Germany;+49 8142 50190 0;www.proto-technik.de;info@proto-technik.de;Industrial and Services;CNC Machining
R & P Maschinenbaumechanik GmbH & Co. KG;Ullsteinstraße 73;12109;Berlin;Germany;+49 30 63979046;www.maschinenbau-berlin.de;info@maschinenbau-berlin.de;Industrial and Services;Machinery & Equipment
RADFREZ;Am Lindchen 36;52222;Stolberg;Germany;+49 2402 7098767;www.radfrez.com;pmajer@radfrez.com;Industrial and Services;CNC Machining
Rädler & Reutemann GmbH;Im Stockach 5;88171;Weiler-Simmerberg;Germany;+49 8387 8749;www.raedler-reutemann.de;info@raedler-reutemann.de;Industrial and Services;Machinery & Equipment
RAGUZ-engineering by mechatronic Inh. Vice Raguz;Degenweg 8;33659;Bielefeld;Germany;+49 521 98834650;www.raguz-engineering.de;info@raguz-engineering.de;Industrial and Services;CNC Machining
RetZip Zerspanungstechnik GmbH;Elzwiesen 1;79365;Rheinhausen;Germany;+49 7643 937290;www.retzip.de;info@retzip.de;Industrial and Services;CNC Machining
Robolution GmbH;Dammstrasse 14;64331;Weiterstadt;Germany;+49 6150 591980;www,robolution.de;contact@robolution.de;Industrial and Services;CNC Machining
Röchling Industrial Laupheim GmbH;Berblingerstraße 18;88471;Laupheim;Germany;+49 7392 978 0;www.roechling-laupheim.com;info@roechling-laupheim.com;Industrial and Services;CNC Machining
ROWI Präzisionstechnik GmbH;Bleichstr. 56-68;75173;Pforzheim;Germany;+49 7231 92 08 0;www.rowi-gmbh.com;info@rowi-gmbh.com;Industrial and Services;CNC Machining
RS-Mechanik GmbH u. Co. KG;Carl-Zeiss-Str. 3;93426;Roding;Germany;+49 9461 2406;www.rs-mechanik.de;rs-mechanik@onlinehome.de;Industrial and Services;CNC Machining
S&G Zerspanungstechnik GmbH;Im Hart 13;89558;Böhmenkirch;Germany;+49 7332 3087070;www.sg-zerspanung.de;info@sg-zerspanung.de;Industrial and Services;CNC Machining
Schäfer Fertigungstechnik GmbH & Co. KG;Am Yachthafen 4;32361;Preußisch Oldendorf;Germany;+49 57 42 70 10 20;www.schaefer-ft.de;info@schaefer-ft.de;Industrial and Services;CNC Machining
Schweda Kunststoffbearbeitung GmbH & Co.KG;Lauenbühlstraße 51 A;88161;Lindenberg;Germany;+49 8381 94845 0;www.schweda-kunststoff.de;info@schweda-kunststoff.de;Industrial and Services;CNC Machining
SGT Süddeutsche Gestelltechnik GmbH & Co. KG ;Liebigstraße 40;74211;Leingarten;Germany;+49 7131 2039290;www.das-gestell.de;info@das-gestell.de;Industrial and Services;CNC Machining
SINGOLD Kunststoff GmbH;Gutenbergstr. 12;86399;Bobingen;Germany;+49 8234 967 36 0;www.singold-kunststoff.de;info@singold-kunststoff.de;Industrial and Services;CNC Machining
SKF GmbH ;Gunnar-Wester-Straße 12 ;97421;Schweinfurt ;Germany;+49 97 21 56 0;www.skf.com;marketing@skf.com;Industrial and Services;Machinery & Equipment
Springer Spann- & Zerspanungstechnik GmbH;Apfelstrasse 237;33611;Bielefeld;Germany;+49 521 87 10 74;www.springer-zerspanungstechnik.de;kontakt@springer-zerspanungstechnik.de;Industrial and Services;CNC Machining
Stalu Design GmbH;Raiffeisenstr. 22 ;61191;Rosbach v.d.H.;Germany;+49 6003 828 700;www.stalu-design.de;info@stalu-design.de;Industrial and Services;CNC Machining
Steinel Metall + Kunststoff Systeme GmbH;Brambacher Str. 2;8645;Bad Elster;Germany;+49 37437 517 990;www.steinel-mks.de;info@steinel-mks.de;Industrial and Services;CNC Machining
Mattes das-Fräswerk;Kirchbühlstraße 11;78601;Mahlstetten;Germany;+49 7429 91250;www.cnc-mattes.de;info@das-fraeswerk.de;Industrial and Services;CNC Machining
Thomas Reutter GmbH;Harry-à-Wengen Straße 7;75387;Neubulach;Germany;+49 7053 969447 0;www.reutter-cnc.de;info@reutter-cnc.de;Industrial and Services;CNC Machining
Tischlerei Cluse – Thomas Cluse;Engelradingstrasse 10;46325;Borken-Marbeck;Germany;+49 28 61 3154;www.3d-cnc-tischlerei-cluse.de;thomas@tischlerei-cluse.de;Consumer Goods and Electronics;Furniture
TMF Thorsten Meier Fertigungstechnik GmbH;Mercatorstraße 60;21502;Geesthacht;Germany;+49 4152 888 59 22;www.tmfertigung.de;info@tmfertigung.de;Industrial and Services;CNC Machining
Toman GmbH;Bgm.-Finsterwalder-Ring 3;82515;Wolfratshausen;Germany;+49 8171 4801 0;www.toman-gmbh.de;info@toman-gmbh.de;Industrial and Services;CNC Machining
VMR GmbH & Co. KG;Waldstraße 8;78087;Mönchweiler;Germany;+49 77 21 95 30 0;www.vmr-kg.de;info@vmr-kg.de;Industrial and Services;CNC Machining
VoTrix - Volker Nannt;Bergweg 63;71134;Aidlingen;Germany;+49 7056 3738;www.votrix-prototypenbau.de;info@votrix-prototypenbau.de;Industrial and Services;CNC Machining
Wagenbrett GmbH & Co KG;Sonneberger Straße 12;28329;Bremen;Germany;+49 421 4 36 48 0;www.wagenbrett.de;info@wagenbrett.de;Industrial and Services;CNC Machining
Wächter & Möller GbR;Am Lindenbach 19;96515;Sonneberg;Germany;+49 3675 425551;www.waechter-moeller.de;waechter-moeller-sonneberg@t-online.de;Industrial and Services;CNC Machining
Wagner GmbH & CO. KG;Am Schaubacher Berg 5;64401;Groß Bieberau;Germany;+49 6162 94 95 50;www.hch-wagner.de;info@hch-wagner.de;Industrial and Services;CNC Machining
Kunststoff- & Metallverarbeitung Derigs ;Willy - Messerschmitt - Straße 12;50126;Bergheim;Germany;+49 22 71 47 399 0;www.derigs.com;info@derigs.com;Industrial and Services;CNC Machining
WKV Kunststoffverarbeitung GmbH;Dieselstr. 3;86558;Hohenwart;Germany;+49 8443 917500;www.wkv-gmbh.de;info@wkv-gmbh.de;Industrial and Services;Machinery & Equipment
WKW GmbH;Wilhelm Maybach Str. 7;72505;Krauchenwies;Germany;+49 7576 921 74;www.wkw-gmbh.de;info@wkw-gmbh.de;Industrial and Services;CNC Machining
Data Tec GmbH ;Hansbergstr. 7;58636;Iserlohn;Germany;+49 2371 784000;www.datatec-gmbh.de;info@datatec-gmbh.de;Industrial and Services;CNC Machining
XtremeAir GmbH;Harzstraße 2;39444;Hecklingen;Germany;+49 39267 60999 0;www.xtremeair.de;info@xtremeair.de;Aerospace;Aircraft
Zanutta GmbH;Gewerbestr. 7;88287;Grünkraut;Germany;+49 751 7694880;www.zanutta-gmbh.de;info@zanutta-gmbh.de;Industrial and Services;CNC Machining
J. Duffner GmbH;Ferdinand-Porsche-Straße 7;76275;Ettlingen;Germany;+49 7243 761710;www.duffner-gmbh.de;kontakt@duffner-gmbh.de;Industrial and Services;CNC Machining
3-Dimensional Services Europe GmbH;Steinmühlstr. 24 B;61253;Bad Homburg v.d.H.;Germany;+49 6172 453515;www.3dimensional.com;info@3dimensional.com;Industrial and Services;CNC Machining
DS Werkzeug Handels GmbH;Am Ilex 12;32609;Hüllhorst;Germany;+49 5744 920 433;www.ds-werkzeug.de;ds@ds-werkzeug.de;Industrial and Services;CNC Machining
3D-Zerspanungstechnik GmbH;Christenfeld 24d;41379;Brüggen-Bracht ;Germany;+49 2157 8959370;www.3d-zerspanungstechnik.de;info@3d-zerspanungstechnik.de;Industrial and Services;CNC Machining
EIGENBRODT GMBH & CO. KG;Baurat-Wiese-Strasse 68;21255;Königsmoor;Germany;+49 4180 732;www.eigenbrodt.de ;goto@eigenbrodt.de;Industrial and Services;CNC Machining
Eppler & Co. GmbH;Bierwiesenstraße 10;72770;Reutlingen-Gönningen;Germany;+49 70 72 91 00 0;www.eppler-reutlingen.de;info@eppler-reutlingen.de;Industrial and Services;CNC Machining
Erhard Strom GmbH;Weißenhofstr. 110;74235;Erlenbach;Germany;+49 7132 93380;www.stromgmbh.de;mail@stromgmbh.de;Industrial and Services;CNC Machining
F. Kutschera & Co;Beneckeallee 30;30419;Hannover;Germany;+49 511 131 68 83;www.kutschera-online.de ;kontakt@kutschera-online.de;Industrial and Services;CNC Machining
F.T.R. - Fertigungstechnik Rachbauer;Gewerbegebiet Aspach-Höhnhart 2;5252;Aspach;Germany;+43 7755 5836 11;www.ftr.at;cnc@ftr.at;Industrial and Services;CNC Machining
Siegfried Langanke;Burgstraße 2;72461;Albstadt - Onstmettingen;Germany;+49 74 32 90 05 3;www.slanganke.de;info@slanganke.de;Industrial and Services;CNC Machining
Heitz und M’hamdi GbR;Prof.-Maier-Leibnitz-Str. 2;78476;Allensbach;Germany;+49 7533 9361277;www.acuratec.de;info@acuratec.de;Industrial and Services;CNC Machining
Feinstdrehteile GmbH;Rennemattenweg 6;79576;Weil am Rhein – Haltingen;Germany;+49 7621 964 170;www.feinstdrehteile.de;info@feinstdrehteile.de;Industrial and Services;CNC Machining
Alfred Schweizer GmbH & Co.KG;Fischersgasse 3 ;96145;Seßlach-Gemünda;Germany;+49 9567 98162 0;www.alfred-schweizer.de;info@alfred-schweizer.de;Industrial and Services;CNC Machining
Blum Präzisionstechnik e. Kfm.;Hochheim 14;78662;Bösingen-Herrenzimmern;Germany;+49 7404 93 08 0;www.blum-praezision.de;info@blum-praezision.de;Industrial and Services;CNC Machining
André Becker Maschinenbau;Stakelbrauk 4;59889;Eslohe;Germany;+49 29 73 81 81 36;www.cnc-becker.de;info@cnc-becker.de;Industrial and Services;CNC Machining
Funk & Lilienthal e.K.;Lindenweg 8;78087;Mönchweiler;Germany;+49 7721 74012;www.full-cnc.de;info@funk-lilienthal.de;Industrial and Services;CNC Machining
Andreas Müller Verzahnungstechnik GmbH;Erkelenzer Straße 30;41179;Mönchengladbach;Germany;+49 2161 53952 50;www.am-verzahnungstechnik.de;info@am-verzahnungstechnik.de;Industrial and Services;CNC Machining
Gattola GmbH Kunststofftechnik;Industriestraße 5;74343;Sachsenheim;Germany;+49 7147 2741168;www.gattola-kunststofftechnik.de;info@gattola-kunststofftechnik.de;Industrial and Services;CNC Machining
Aqua Cut GmbH;Spitzmühler Str. 4;15345;Altlandsberg/ Buchholz;Germany;+49 3 34 38 6 19 66;www.aquacut.de;info@aquacut.de;Industrial and Services;CNC Machining
B&K CNC-Zerspanungstechnik GmbH & Co. KG;Gewerbestraße 3;32602;Vlotho;Germany;+49 5733 8811813;www.stark-in-zerspanung.de;info@stark-in-zerspanung.de;Industrial and Services;CNC Machining
Gebr. Offt GmbH & Co. KG;Berliner Str. 11;21509;Glinde;Germany;+49 40 7 10 30 13;www.gebrueder-offt.de;info@gebrueder-offt.de;Industrial and Services;CNC Machining
ZEPKON Boris Zemlianski;Robert-Bosch-Str. 9;40668;Meerbusch;Germany;+49 2150 60898 0;www.zepkon.de;info@zepkon.de;Industrial and Services;CNC Machining
Bäuml CNC-Fertigungs-GmbH & Co. KG;Hutschenreuther Straße 6;92637;Weiden;Germany;+49 961 67 061 0;www.baeuml-cnc.de;info@baeuml-cnc.de;Industrial and Services;CNC Machining
Tischlerei Engelhardt;Suhler Str. 47;98711;Schmiedefeld;Germany;+49 36782 61938;www.cnc-tischlerei.de;kontakt@tischler-engelhardt.de;Consumer Goods and Electronics;Furniture
Bednorz GmbH & Co. KG;Handelsstraße 16-20;33818;Leopoldshöhe;Germany;+49 5202 99 6 88 30;www.ribe-online.de;info@ribe-online.de;Industrial and Services;CNC Machining
Beermann Zerspanungstechnik GmbH;Junostraße 1;35745;Herborn;Germany;+49 2772 6490324;www.bzt-gmbh.de;beermann@bzt-gmbh.de;Industrial and Services;CNC Machining
Beha & Co. Productions GmbH;Heinrich-Hertz-Str. 6;78052;VS-Villingen;Germany;+49 7721 9 96 96 0;www.beha-productions.de;info@beha-productions.de;Industrial and Services;CNC Machining
Kunststoffmechanik GmbH;Albstr. 114;73066;Sparwiesen;Germany;+49 7161 987 299 0;www.berger-kunststoff-mechanik.de;info@berger-kunststoff-mechanik.de;Industrial and Services;CNC Machining
BHL Werkzeug und Formenbau GmbH;Einsteinstraße 11;68519;Viernheim;Germany;+49 6204 701 650;www.BHL-GmbH.de;info@BHL-GmbH.de;;
BK - Kunststoffe Bernau GmbH;Wandlitzer Chaussee 54;16321;Bernau;Germany;+49 3338 393750;www.bernauer-kunststoffe.de;verkauf@bernauer-kunststoffe.de;Industrial and Services;IM
BK Metalltechnik GmbH & Co. KG;Industriestraße 37;33184;Altenbeken;Germany;+49 5255 9354 85;www.bk-metalltechnik.de;info@bk-metalltechnik.de;Industrial and Services;CNC Machining
Boss GmbH;Gänsäcker 52;78532;Tuttlingen;Germany;+49 7462 7852;www.boss-cnc.de;mail@boss-cnc.de;Industrial and Services;CNC Machining
Braun GmbH;Württembergerstr.14;78567;Fridingen;Germany;+49 7463 8088;www.zentriboy.de;info@zentriboy.de;Industrial and Services;CNC Machining
BREMER Fertigungstechnik GmbH;Holsteinstrasse 10;23812;Wahlstedt;Germany;+49 4554 7056990;www.bremertec.de;info@bremertec.de;Industrial and Services;CNC Machining
Brüning und Kaiser Metallverarbeitung GmbH & Co. KG;Hinterm Teich 6;32351;Stemwede;Germany;+49 5745 532;www.metallverarbeitung-bruening.de;info@metallverarbeitung-bruening.de;Industrial and Services;CNC Machining
BSC-Lohnarbeiten;Gutenbergweg 2;59519;Möhnesee-Körbecke;Germany;+49 2924 97 49 876;www.bsc-lohnarbeiten.de;info@bsc-Lohnarbeiten.de;Industrial and Services;CNC Machining
BW Technik GmbH;Heidestrasse 129;42549;Velbert;Germany;+49 2051 2981278;www.bw-technik.de;info@bw-technik.de;Industrial and Services;CNC Machining
H&H Präzision GmbH;Unterköditz 31;7426;Königsee-Rottenbach;Germany;+49 3 67 38 4 33 44;www.huh-praezision.de;info@huh-praezision.de;Industrial and Services;CNC Machining
CAD CAM Office oHG;Kulmbacher Straße 15;96215;Lichtenfels - Trieb;Germany;+49 9574 6500041;www.ccoffice.de;webmaster@ccoffice.de;Industrial and Services;CNC Machining
Haberstroh GmbH;Nußbaumer Weg 42;75203;Königsbach-Stein;Germany;+49 7232 9215;www.haberstroh-gmbh.net;info@haberstroh-gmbh.net;Industrial and Services;CNC Machining
Hans Bischoff Feinmechanik GmbH;Birkenfelder Strasse 5;75210;Keltern-Dietlingen;Germany;+49 7236 8175;www.bischoff-feinmechanik.de;bischoff-feinmechanik@online.de;Industrial and Services;CNC Machining
CNC BOX Berlin;Neumagener Str. 27;13088;Berlin;Germany;+ 49 30 530 921 49;www.cncbox-berlin.de;hallo@cncbox-berlin.de;Industrial and Services;CNC Machining
Hans Puppe GmbH;Ostönner Straße 8;59469;Ense-Sieveringen;Germany;+49 2928 1294;www.puppe-gmbh.de;info@puppe-gmbh.de;Industrial and Services;CNC Machining
Preter CNC Dreh- und Frästechnik GmbH und Co.KG;Im Breitenplatz 20;78250;Tengen-Watterdingen;Germany;+49 7736 92499-0;www.preter.de;info@preter.de;Industrial and Services;CNC Machining
Hellba Kunststoffe GmbH;An der Dreisbach 10A;57250;Netphen;Germany;+49 2733 124849-0;www.hellba.de;info@hellba.de;Industrial and Services;CNC Machining
CNC-EVELT GmbH;Im Südfeld 17;48308;Senden;Germany;+49 2536 34 64 77;www.cnc-evelt.de;info@cnc-evelt.de;Industrial and Services;CNC Machining
Hermann Krebs GmbH;Zwischen den Wegen 2;78078;Niedereschach;Germany;+49 7728 27 00 0;www.krebs-gmbh.de;info@krebs-gmbh.de;Industrial and Services;CNC Machining
CNC-Zerspanungstechnik Wolfgang Bortz GmbH;Waldstr. 3;74889;Sinsheim-Hoffenheim;Germany;+49 7261 9237 0;www.cnc-bortz.de;info@cnc-bortz.de;Industrial and Services;CNC Machining
Croner Präzisions- formenbau GmbH;Alberndorf 4;91623;Sachsen b. Ansbach;Germany;+49 981 6 50 50 69 0;www.croner-formenbau.de;info@croner-formenbau.de;Industrial and Services;CNC Machining
Czarny & Ries GmbH;Industriestraße 27b;66129;Saarbrücken;Germany;+49 6805 22583;www.czarny-ries.de;mail@czarny-ries.de;Industrial and Services;CNC Machining
HKR GmbH & Co. KG;Johann-Vaillant-Str. 10;93426;Roding;Germany;+49 9461 953159;www.hkroding.de;info@hkroding.de;Industrial and Services;CNC Machining
DEURINGER GmbH;Adolph-Kolping-Straße 2;93437;Furth im Wald;Germany;+49 9973 800 39;www.deuringer.de;info@deuringer.de;Industrial and Services;CNC Machining
DMF Werkzeugbau GmbH;Steinbrüchenstr. 10;99428;Nohra;Germany;+49 3643 8714 0;www.dmf-werkzeugbau.de;info@dmf-werkzeugbau.de;Industrial and Services;CNC Machining
DMS Dubbels Maschinenbau Stade GmbH & Co. KG;Ohle Ring 21;21684;Stade - Wiepenkathen;Germany;+49 4141 82076;www.dubbels.com;info@dubbels.com;Industrial and Services;CNC Machining
DÖRFLER & HELLINGS;Feldkirchener Str. 8;85599;Hergolding;Germany;+49 8990 89 99 84;www.doerfler-hellings.de;info@doerfler-hellings.de;Industrial and Services;CNC Machining
Elastofix GmbH;Carl-Otto-Weg 18;88481;Balzheim;Germany;+49 7347 957930;www.elastofix.de;info@elastofix.de;Industrial and Services;CNC Machining
F. M. Schmid GmbH;Am Franzenhölze 20;88427;Bad Schussenried;Germany;+49 7583 2302;www.f-m-schmid.de;info@f-m-schmid.de;Industrial and Services;CNC Machining
HÖRZ Metallverarbeitung GmbH;Carl-Benz-Str. 3 ;72585;Riederich;Germany;+49 7123 93380 ;www.hoerz-mv.com;info@hoerz-mv.com;Industrial and Services;CNC Machining
Fa. Thomas Weimert Kunststoffverarbeitung;Weidenstraße 4;72770;Reutlingen;Germany;+49 7121 95 69 69;www.weimert-reinraumtechnik.de;info@weimert-reinraumtechnik.de;Industrial and Services;CNC Machining
Sibutec CNC Fertigung & Service GmbH;Philipp-Reis-Straße 26 B;64404;Bickenbach;Germany;+49 6257 9695171 ;www.sibu-tec.de;kontakt@sibu-tec.de;Industrial and Services;CNC Machining
FMH Produktions GmbH;In der Wanne 10;31832;Springe;Germany;+49 50 41 620 828;www.fmh-produktion.de;info@fmh-produktion.de;Industrial and Services;CNC Machining
Franz Lorenz GmbH;Feldbergstr. 27;65468;Trebur;Germany;+49 6147-7219;www.lorenz-cnc.de;lorenz.gmbh@t-online.de;Industrial and Services;CNC Machining
FREYER GmbH & Co. KG;Heubergstraße 5;78609;Tuningen;Germany;+49 7464 98502 0;www.freyer-feinmechanik.de ;info@freyer-feinmechanik.de;Industrial and Services;CNC Machining
Friedrich Bergler GmbH;Steinkirchring 50;78056;VS-Schwenningen ;Germany;+49 77 20 8 58 79 0;www.friedrich-bergler.de;info@friedrich-bergler.de;Industrial and Services;CNC Machining
FS-Präzisionstechnik GmbH;Obere Giesswiesen 20;78247;Hilzingen;Germany;+49 7731 67246;www.fs-praezisionstechnik.de;fs-technik@gmx.de;Industrial and Services;CNC Machining
Gancza & Koch oHG ;Otto-Hahn-Str. 1 ;58739;Wickede (Ruhr) ;Germany;+49 23 77 78 53 72 3;www.tegako.de;info@tegako.de;Industrial and Services;CNC Machining
Fr. Aussieker Metallverarbeitung GmbH&Co.KG;Am Alten Markt 30;32361;Preußisch Oldendorf;Germany;+49 5742 9319 0;www.fr-aussieker.de;info@f-aussieker.de;Industrial and Services;CNC Machining
Hans Spagl GmbH;Felsbergstraße 3;64367;Mühltal / Frankenhausen;Germany;+49 6167 441;www.spagl-gmbh.de;spagl-gmbh@t-online.de;Industrial and Services;CNC Machining
Günter Ewald & Sohn GmbH;Zeiss Straße 8;23626;Ratekau;Germany;+49 4504 1302;www.ewaldundsohn.de;ewaldundsohn@aol.com;Industrial and Services;CNC Machining
Gröbner Fertigungs GmbH;Gröben 1;83367;Petting;Germany;+49 8686919940;www.groebnergmbh.de;info@groebnergmbh.de;Industrial and Services;CNC Machining
Grell Zerspanungstechnik;Zur Lermecke 9;57392;Schmallenberg;Germany;+49 29 74 833 77 90;www.grell-zerspanungstechnik.de;info@grell-zerspanungstechnik.de;Industrial and Services;CNC Machining
GEWIE Metallwaren GmbH & Co. KG;Im Bökel 46 N;42369;Wuppertal;Germany;+49 202 4604217;www.gewiegmbh.de;info@gewiegmbh.de;Industrial and Services;CNC Machining
IBG Monforts GmbH & Co.;Hanns-Martin-Schleyer-Straße  2;41199;Mönchengladbach;Germany;+49 2166 86820;www.ibg-monforts.com;info@ibg-monforts.com;Industrial and Services;CNC Machining
IN-TEC Fertigungstechnik GmbH;Angerstraße 2 ;4827;Gerichshain;Germany;+49 34 292 63 07 0;www.intec-components.de;info@intec-components.de;Industrial and Services;Electrical
Jamos GmbH Zerspanungstechnologie;Schmalenhofer Straße 29;42551;Velbert ;Germany;+49 20 51 80 1110;www.jamos-cnc.com;info@jamos-cnc.com;Industrial and Services;CNC Machining
Josef KONVICKA GmbH;Oberlaaer Straße 328;1230;Wien;Germany;+43 1 616 76 87 ;www.konvicka.at;info@konvicka.at;Industrial and Services;CNC Machining
König Engineering GmbH;Ziegelhöhe 5;92361;Berngau;Germany;+49 91 81 26 94 80;www.koenigengineering.de;p.koenig@koenigengineering.de;Industrial and Services;CNC Machining
Kranz Kunststofftechnik GmbH;Düsseldorfer Straße 12/1;71332;Waiblingen;Germany;+49 7151 57191;www.kranz-kunststofftechnik.de;info@kranz-kunststofftechnik.de;Industrial and Services;CNC Machining
KROMATEC Maschinenbautechnik GmbH;Otto-Hahn-Str. 15;74382;Neckarwestheim;Germany;+49 0 71 33 20 610;www.kromatec.de;info@kromatec.de;Industrial and Services;CNC Machining
Linder Zerspanungstechnik;Wüstenbrander Straße 2;9353;Oberlungwitz;Germany;+49 3723 69920;www.linder-zt.de;info@linder-zt.de;Industrial and Services;CNC Machining
Loga Präzisionsteile GmbH & Co. KG;Wolf-Hirth-Straße 1;78588;Denkingen;Germany;+49 7424 9313935;www.drehteile-loga.de;info@drehteile-loga.de;Industrial and Services;CNC Machining
Manfred Martin GmbH;Eichenberger Weg 7;88430;Rot;Germany;+49 83 95 94 220;www.martin-maschinenbau.de;mail@martin-maschinenbau.de;Industrial and Services;CNC Machining
Martin Heitze GmbH & Co. KG;Waldstraße 59;57250;Netphen;Germany;+49 2737 59570;www.heitze-dichtungen.de;info@heitze-dichtungen.de;Industrial and Services;CNC Machining
meta-technik® kunststoff KG;Nobelstr. 3;48477;Hörstel;Germany;+49 5459 972970;www.meta-technik.de;info@meta-technik.de;Industrial and Services;CNC Machining
Metallbearbeitung Bechtold GmbH;In den Erlen 6;75248;Ölbronn-Dürrn;Germany;+49 7043 95 8 95 0;www.bechtold-metall.de;info@bechtold-metall.de;Industrial and Services;Machinery & Equipment
Meyer CNC Zerspanungstechnik GmbH & Co. KG;Büttendorfer Str. 145;32609;Hüllhorst;Germany;+49 57 44 92 03 88;www.meyer-zerspanungstechnik.de;info@meyer-zerspanungstechnik.de;Industrial and Services;CNC Machining
NEEF – Zerspanungstechnik;Sohlstr.6;35708;Haiger;Germany;+49 2774 924144;www.lohnbetrieb-neef.com;info@lohnbetrieb-neef.com;Industrial and Services;CNC Machining
Hansa Press- und Maschinenbau GmbH;Jacobsenweg 18;22525;Hamburg;Germany;+49 40 54 39 54;www.hansapress.de;info@hansapress.de;Industrial and Services;CNC Machining
NIKOM GmbH;In der Telle 12;6921;Kennelbach;Germany;+43 5574 475160;www.nikom.at;office@nikom.at;Industrial and Services;CNC Machining
Normteile Lindner GmbH;Feldstr. 8;9427;Ehrenfriedersdorf;Germany;+49 37341 486930;www.lindner-zerspanung.de;info@lindner-zerspanung.de;Industrial and Services;CNC Machining
